Timepoint,protein_001,protein_002,protein_003,protein_004,protein_005,protein_006,protein_007,protein_008,protein_009,protein_010
0.0,13.893243,14.109412,14.100152,14.021543,13.928478,13.956547,13.678024,13.855911,13.864388,14.055223
0.0072,13.84253,14.087176,14.055465,14.031919,13.933206,13.944801,13.745756,13.855205,13.864932,14.040453
0.0144,13.795072,14.068946,14.025981,14.036215,13.933368,13.930454,13.79078,13.850365,13.863032,14.029058
0.0216,13.764244,14.055745,14.010621,14.03529,13.930931,13.916345,13.813592,13.842535,13.860002,14.020384
0.0288,13.75067,14.047751,14.005141,14.031244,13.928061,13.905451,13.819715,13.833466,13.856926,14.013768
0.036,13.746903,14.04429,14.005466,14.026778,13.926459,13.898794,13.818911,13.825418,13.854842,14.008032
0.0432,13.747774,14.04472,14.01022,14.023832,13.927299,13.895823,13.81876,13.820026,13.854417,14.002179
0.0504,13.751974,14.048914,14.018679,14.023547,13.931447,13.895331,13.820918,13.8177,13.855156,13.996852
0.0576,13.758618,14.055718,14.02842,14.025785,13.938415,13.896809,13.82465,13.817249,13.856403,13.993514
0.0648,13.765642,14.062767,14.038324,14.03027,13.94651,13.899127,13.8295,13.817235,13.858354,13.992336
0.072,13.771074,14.068454,14.048301,14.036876,13.954278,13.901141,13.835077,13.817042,13.860906,13.99208
0.0792,13.775158,14.072448,14.057968,14.044731,13.961135,13.903495,13.84057,13.816911,13.863288,13.991199
0.0864,13.779335,14.074251,14.066879,14.051615,13.966196,13.907469,13.845945,13.81656,13.864999,13.988714
0.0936,13.783358,14.073542,14.075961,14.056966,13.968413,13.913228,13.851671,13.815654,13.865815,13.985249
0.1008,13.786726,14.07145,14.085557,14.061846,13.967825,13.919963,13.858061,13.814876,13.866409,13.981798
0.108,13.789865,14.06927,14.094271,14.06706,13.965812,13.927194,13.864693,13.815587,13.867589,13.979035
0.1152,13.79265,14.067105,14.100456,14.072302,13.964031,13.934347,13.871328,13.817776,13.870068,13.977654
0.1224,13.79458,14.064276,14.103754,14.077261,13.96304,13.940523,13.87739,13.820169,13.873884,13.978817
0.1296,13.796249,14.06064,14.105019,14.081427,13.962179,13.945248,13.882455,13.822055,13.879369,13.982016
0.1368,13.798613,14.056951,14.105178,14.0838,13.961172,13.949003,13.886522,13.82377,13.885859,13.985569
0.144,13.801943,14.05351,14.104845,14.083515,13.959595,13.951987,13.89027,13.824977,13.892249,13.988509
0.1512,13.805625,14.050594,14.104274,14.080678,13.956946,13.953837,13.894265,13.825152,13.897817,13.99142
0.1584,13.808609,14.049552,14.103317,14.076883,13.953629,13.954475,13.898927,13.825578,13.902643,13.995323
0.1656,13.810683,14.052318,14.100994,14.073483,13.951482,13.954427,13.903808,13.828548,13.906497,14.000213
0.1728,13.811923,14.05856,14.096885,14.070913,13.95102,13.953588,13.907859,13.834478,13.909524,14.005831
0.18,13.812246,14.066587,14.092392,14.069007,13.951857,13.951858,13.910153,13.841657,13.912432,14.012833
0.1872,13.812238,14.074767,14.089119,14.068381,13.953548,13.949846,13.910235,13.848386,13.915847,14.021377
0.1944,13.813222,14.082477,14.087688,14.06939,13.955669,13.949031,13.908585,13.853672,13.9196,14.029982
0.2016,13.814919,14.089142,14.088759,14.07156,13.957583,13.949728,13.906896,13.857048,13.922991,14.03708
0.2088,13.81646,14.094678,14.092299,14.07447,13.959392,13.951204,13.906718,13.858645,13.924716,14.042977
0.216,13.817692,14.099569,14.097304,14.077862,13.961676,13.953078,13.907456,13.85968,13.924484,14.04833
0.2232,13.818934,14.105059,14.102813,14.080622,13.965112,13.955313,13.907494,13.862228,13.92313,14.053025
0.2304,13.82022,14.111064,14.109069,14.081553,13.969343,13.956891,13.906085,13.867182,13.922092,14.056775
0.2376,13.822174,14.116372,14.11595,14.080507,13.973748,13.956915,13.902908,13.873008,13.922543,14.059953
0.2448,13.825678,14.120115,14.122833,14.078017,13.977996,13.956233,13.898126,13.877679,13.925176,14.063013
0.252,13.830705,14.122578,14.128621,14.07435,13.982462,13.956146,13.893403,13.88085,13.92915,14.065421
0.2592,13.836109,14.124036,14.133214,14.07007,13.986982,13.956909,13.891292,13.882473,13.93311,14.067028
0.2664,13.840732,14.124892,14.136783,14.065884,13.990909,13.95825,13.892244,13.882016,13.936136,14.067861
0.2736,13.844214,14.1258,14.138417,14.062451,13.993974,13.960321,13.895114,13.879446,13.938209,14.068102
0.2808,13.846317,14.127502,14.137062,14.059744,13.9964,13.963011,13.897995,13.876031,13.939969,14.067315
0.288,13.847249,14.130237,14.133425,14.057372,13.998373,13.965621,13.899579,13.873025,13.942294,14.06556
0.2952,13.84807,14.133557,14.128892,14.055731,13.999744,13.968088,13.899384,13.870627,13.945116,14.062965
0.3024,13.849599,14.136773,14.123865,14.055447,14.000978,13.971769,13.89767,13.868386,13.947481,14.060409
0.3096,13.851387,14.13946,14.119296,14.056112,14.002715,13.977714,13.895533,13.866679,13.948418,14.058705
0.3168,13.852652,14.141389,14.11725,14.057197,14.004589,13.985806,13.89506,13.86654,13.947715,14.058157
0.324,13.853399,14.142589,14.118416,14.059453,14.005922,13.995111,13.896803,13.867978,13.945763,14.058676
0.3312,13.853853,14.143935,14.121287,14.063401,14.006257,14.00447,13.898731,13.87018,13.943561,14.059593
0.3384,13.854018,14.146426,14.124321,14.068451,14.006331,14.012424,13.899915,13.873595,13.941314,14.060477
0.3456,13.853889,14.150676,14.127693,14.074037,14.007444,14.01838,13.900937,13.879486,13.939486,14.061328
0.3528,13.853821,14.15665,14.131281,14.079856,14.01066,14.02271,13.902191,13.887409,13.93878,14.062692
0.36,13.854651,14.164059,14.135003,14.086257,14.015315,14.026138,13.90389,13.895533,13.940219,14.064489
0.3672,13.856493,14.172501,14.139615,14.093323,14.020806,14.028521,13.906672,13.903107,13.943909,14.066872
0.3744,13.859132,14.181294,14.146325,14.1011,14.027002,14.029812,13.910689,13.910007,13.950328,14.070251
0.3816,13.862289,14.189796,14.155087,14.110211,14.033357,14.029991,13.915056,13.915185,13.959651,14.074511
0.3888,13.865959,14.197811,14.165005,14.121339,14.038848,14.028869,13.91831,13.917357,13.970842,14.078705
0.396,13.869703,14.205156,14.175245,14.133523,14.044157,14.026287,13.919653,13.91691,13.982079,14.082373
0.4032,13.873056,14.21086,14.185571,14.144812,14.050671,14.023254,13.920351,13.914992,13.99226,14.086086
0.4104,13.875826,14.214893,14.196284,14.154698,14.058513,14.021225,13.92187,13.912138,14.001286,14.090659
0.4176,13.878601,14.21821,14.20644,14.16313,14.066197,14.020082,13.924607,13.908707,14.009632,14.096149
0.4248,13.882318,14.220943,14.21539,14.170519,14.072705,14.018861,13.928659,13.905965,14.017986,14.102544
0.432,13.887027,14.222469,14.223946,14.177334,14.077885,14.018115,13.933986,13.90506,14.025574,14.109837
0.4392,13.891423,14.222871,14.232513,14.18389,14.081504,14.019622,13.940209,13.905775,14.031366,14.117567
0.4464,13.894597,14.223087,14.239985,14.189709,14.083447,14.023752,13.946819,13.907039,14.034438,14.124053
0.4536,13.895935,14.223853,14.245929,14.194121,14.084632,14.029399,13.953891,13.909076,14.034607,14.128443
0.4608,13.895514,14.225822,14.250603,14.19684,14.086763,14.036315,13.961662,13.913069,14.032448,14.131204
0.468,13.893857,14.230334,14.253925,14.198091,14.0897,14.044578,13.970044,13.91926,14.02967,14.133024
0.4752,13.892857,14.238305,14.255979,14.198948,14.092137,14.053465,13.97844,13.926787,14.02788,14.13409
0.4824,13.893994,14.24894,14.257149,14.200205,14.093374,14.061884,13.985915,13.935213,14.028247,14.134374
0.4896,13.897691,14.2598,14.258666,14.202477,14.094067,14.070334,13.992143,13.943973,14.030819,14.134184
0.4968,13.902811,14.269826,14.261926,14.205136,14.094574,14.079709,13.997195,13.951779,14.034181,14.13371
0.504,13.908302,14.279384,14.267126,14.207234,14.095401,14.088862,14.001401,13.956927,14.036703,14.133006
0.5112,13.913831,14.288571,14.272801,14.208243,14.098162,14.095365,14.005039,13.958899,14.038122,14.132529
0.5184,13.919113,14.296352,14.278119,14.208373,14.103362,14.098325,14.008396,13.958729,14.039454,14.133467
0.5256,13.924476,14.302158,14.282789,14.207342,14.109443,14.098281,14.011365,13.957387,14.041621,14.136757
0.5328,13.930649,14.306313,14.286314,14.204953,14.114336,14.095203,14.013285,13.954633,14.044595,14.141824
0.54,13.936984,14.308344,14.288387,14.201316,14.11774,14.090227,14.01373,13.950287,14.0477,14.147988
0.5472,13.941143,14.307699,14.289746,14.196637,14.119695,14.085304,14.01327,13.945471,14.050568,14.155089
0.5544,13.941714,14.305173,14.2908,14.191117,14.119927,14.081039,14.012871,13.941114,14.05288,14.162515
0.5616,13.939136,14.302545,14.290852,14.184472,14.118619,14.07655,14.012581,13.937308,14.054091,14.169061
0.5688,13.934037,14.300153,14.289431,14.176697,14.117029,14.071358,14.01101,13.934207,14.053823,14.174018
0.576,13.927029,14.297376,14.28703,14.168758,14.115434,14.065818,14.006891,13.932768,14.052805,14.177429
0.5832,13.919279,14.293883,14.283906,14.161706,14.112431,14.060587,14.000351,13.933408,14.051977,14.179358
0.5904,13.912145,14.290158,14.279758,14.155718,14.107511,14.05608,13.992568,13.935921,14.051591,14.179772
0.5976,13.905524,14.286957,14.274533,14.150872,14.102129,14.052498,13.984301,13.939444,14.05115,14.178504
0.6048,13.898556,14.284029,14.268172,14.147448,14.097113,14.050767,13.976854,13.943303,14.050399,14.17573
0.612,13.891887,14.281461,14.260222,14.14513,14.091806,14.051222,13.971675,13.946597,14.049473,14.171682
0.6192,13.886998,14.279633,14.250311,14.143425,14.08649,14.051899,13.968477,13.94889,14.048114,14.166589
0.6264,13.88449,14.278726,14.238985,14.140957,14.082701,14.051569,13.96544,13.950186,14.045692,14.161259
0.6336,13.883701,14.277897,14.22761,14.136747,14.080551,14.050349,13.961893,13.951036,14.041731,14.156761
0.6408,13.884431,14.276715,14.217134,14.130749,14.078251,14.04822,13.958655,13.951887,14.037339,14.153746
0.648,13.886291,14.275137,14.20713,14.123344,14.074796,14.044407,13.956945,13.95332,14.033652,14.152393
0.6552,13.88872,14.273608,14.197207,14.113792,14.070857,14.039897,13.957549,13.955843,14.03129,14.152239
0.6624,13.890286,14.272338,14.187737,14.102051,14.066465,14.03563,13.959709,13.958997,14.030043,14.151979
0.6696,13.890278,14.270615,14.178522,14.089989,14.060405,14.031989,13.961806,13.961628,14.02914,14.15143
0.6768,13.889365,14.267893,14.169131,14.0795,14.05251,14.029268,13.962901,13.963096,14.028076,14.151574
0.684,13.888378,14.26472,14.160029,14.0707,14.044335,14.027279,13.962572,13.96335,14.027111,14.153356
0.6912,13.887451,14.261164,14.152115,14.062356,14.036566,14.025586,13.960292,13.962172,14.0267,14.156658
0.6984,13.887295,14.25646,14.146211,14.055021,14.028669,14.023558,13.956735,13.959653,14.026656,14.16054
0.7056,13.889038,14.250424,14.142784,14.049706,14.020595,14.021032,13.953392,13.956367,14.027248,14.162974
0.7128,13.89198,14.243821,14.141596,14.046468,14.01329,14.017864,13.950119,13.952965,14.028582,14.162508
0.72,13.894767,14.23756,14.141425,14.044671,14.006635,14.014405,13.946138,13.94932,14.030154,14.158698
0.7272,13.896321,14.231691,14.141107,14.045328,13.999775,14.010583,13.9413,13.944212,14.03121,14.151958
0.7344,13.896221,14.225413,14.139751,14.049245,13.99255,14.006259,13.935932,13.936801,14.031517,14.143405
0.7416,13.894427,14.218895,14.136913,14.054994,13.986012,14.001577,13.930475,13.927434,14.031524,14.134173
0.7488,13.891371,14.213312,14.133333,14.060275,13.981018,13.996562,13.925857,13.917029,14.031273,14.124463
0.756,13.887443,14.208253,14.130277,14.064271,13.977467,13.990661,13.922298,13.906478,14.029871,14.113984
0.7632,13.882595,14.202381,14.128381,14.067827,13.974729,13.983838,13.919444,13.897163,14.026627,14.102428
0.7704,13.876496,14.195586,14.126862,14.071157,13.971866,13.977236,13.917151,13.890021,14.022092,14.090194
0.7776,13.868434,14.188728,14.124165,14.073678,13.967766,13.972065,13.914884,13.884958,14.016819,14.078967
0.78481,13.858495,14.181745,14.11917,14.075074,13.962268,13.968798,13.911921,13.880941,14.010824,14.070482
0.79201,13.847547,14.174433,14.112465,14.075987,13.956512,13.968115,13.908614,13.877697,14.005053,14.065301
0.79921,13.837252,14.167555,14.105677,14.076149,13.952163,13.969931,13.90554,13.876202,14.000416,14.063431
0.80641,13.828947,14.162304,14.099923,14.074826,13.949916,13.972715,13.902317,13.877323,13.996696,14.064288
0.81361,13.823611,14.158793,14.095927,14.072041,13.949939,13.974908,13.899141,13.880819,13.992808,14.066748
0.82081,13.821809,14.156431,14.094211,14.068621,13.95187,13.975901,13.896625,13.88607,13.988628,14.069644
0.82801,13.823659,14.155213,14.094281,14.065,13.95485,13.975677,13.894616,13.892651,13.984706,14.072001
0.83521,13.828408,14.155286,14.094517,14.06122,13.9582,13.975051,13.893229,13.899633,13.981449,14.073472
0.84241,13.834965,14.156315,14.094251,14.057048,13.96213,13.974836,13.893171,13.905893,13.979041,14.074984
0.84961,13.842624,14.15743,14.094047,14.052591,13.967812,13.974894,13.894715,13.91071,13.977686,14.077259
0.85681,13.850776,14.158511,14.094104,14.047989,13.975454,13.974434,13.897502,13.914027,13.977506,14.07964
0.86401,13.858555,14.158915,14.093952,14.043194,13.983761,13.972792,13.901705,13.916054,13.977776,14.081385
0.87121,13.865215,14.157639,14.093342,14.03809,13.990514,13.969898,13.906779,13.916227,13.976975,14.082283
0.87841,13.870351,14.153875,14.09225,14.033404,13.995079,13.966327,13.912063,13.91412,13.973912,14.082154
0.88561,13.874381,14.148421,14.090779,14.029728,13.997304,13.962894,13.916959,13.910076,13.96931,14.081402
0.89281,13.8773,14.14241,14.088942,14.027649,13.996863,13.960058,13.92122,13.905356,13.964466,14.080893
0.90001,13.878712,14.136369,14.086027,14.027229,13.993725,13.958315,13.924664,13.900873,13.96006,14.080975
0.90721,13.878653,14.130686,14.081787,14.028477,13.989675,13.957181,13.927504,13.896899,13.957102,14.082061
0.91441,13.877891,14.125983,14.07712,14.030773,13.986451,13.955675,13.929681,13.893009,13.956755,14.083549
0.92161,13.876357,14.122418,14.072842,14.034303,13.984681,13.953529,13.930809,13.888933,13.958463,14.083322
0.92881,13.873961,14.118819,14.069328,14.039634,13.983557,13.950954,13.931363,13.884776,13.960828,14.080386
0.93601,13.871761,14.114506,14.066997,14.047105,13.982721,13.947845,13.931789,13.88068,13.963383,14.076105
0.94321,13.870937,14.110224,14.065711,14.055947,13.982435,13.944201,13.931865,13.877127,13.966129,14.071739
0.95041,13.871843,14.107022,14.065022,14.06486,13.982805,13.940756,13.931315,13.874515,13.969062,14.067327
0.95761,13.873849,14.104916,14.065599,14.072597,13.982357,13.938426,13.930445,13.873412,13.972446,14.063288
0.96481,13.876685,14.10343,14.067985,14.078437,13.98077,13.937831,13.929436,13.873768,13.976638,14.060189
0.97201,13.879917,14.102135,14.07208,14.082027,13.979168,13.938963,13.928293,13.874145,13.981778,14.058221
0.97921,13.882706,14.100396,14.077828,14.083797,13.978342,13.941456,13.92748,13.873505,13.986648,14.056974
0.98641,13.884119,14.097298,14.084936,14.085191,13.977469,13.94447,13.927511,13.873281,13.989532,14.056618
0.99361,13.884071,14.093292,14.0923,14.087551,13.97605,13.946429,13.92888,13.874841,13.98967,14.057599
1.00081,13.883273,14.089782,14.098394,14.090637,13.974516,13.94718,13.931171,13.878245,13.988493,14.060066
1.00801,13.881877,14.08816,14.102529,14.093422,13.973611,13.947719,13.933161,13.883388,13.98667,14.062962
1.01521,13.879798,14.088902,14.105228,14.095285,13.973817,13.948583,13.934053,13.890028,13.984148,14.065243
1.02241,13.877191,14.092154,14.107612,14.096335,13.975496,13.949416,13.934774,13.896525,13.981207,14.066795
1.02961,13.874766,14.097369,14.108975,14.096588,13.979117,13.950347,13.935897,13.901268,13.9794,14.068288
1.03681,13.872896,14.103475,14.107801,14.096033,13.984806,13.951216,13.937505,13.903802,13.97858,14.069828
1.04401,13.871953,14.109784,14.10409,14.09442,13.99189,13.951151,13.939833,13.904677,13.977445,14.07089
1.05121,13.872069,14.116107,14.099143,14.091329,13.999092,13.949915,13.943311,13.904726,13.976353,14.07066
1.05841,13.872957,14.122199,14.09389,14.087017,14.00531,13.948803,13.947547,13.903844,13.976584,14.068743
1.06561,13.874564,14.127129,14.08856,14.081528,14.009926,13.949218,13.951615,13.901446,13.97808,14.064864
1.07281,13.87694,14.130312,14.083886,14.074545,14.012933,13.951175,13.954997,13.897737,13.979576,14.059633
1.08001,13.879317,14.131951,14.080969,14.066135,14.015119,13.953571,13.958532,13.893346,13.980575,14.054088
1.08721,13.880821,14.132451,14.080084,14.058018,14.016954,13.955989,13.962924,13.888719,13.981281,14.049571
1.09441,13.881738,14.131459,14.080244,14.051462,14.018326,13.958283,13.96769,13.884636,13.982303,14.047139
1.10161,13.881863,14.128877,14.081076,14.046673,14.019335,13.960153,13.971719,13.881775,13.983145,14.046919
1.10881,13.880296,14.125392,14.083248,14.043332,14.020183,13.961595,13.974903,13.880179,13.982661,14.047849
1.11601,13.877135,14.121081,14.087211,14.041429,14.020385,13.963338,13.977147,13.879861,13.981141,14.049094
1.12321,13.873096,14.115384,14.092529,14.040718,14.019301,13.964935,13.977969,13.880631,13.978913,14.050858
1.13041,13.868514,14.109563,14.098105,14.039938,14.01734,13.964919,13.976757,13.881675,13.974994,14.053517
1.13761,13.863946,14.105821,14.103079,14.037798,14.01523,13.962333,13.973992,13.882957,13.968987,14.05737
1.14481,13.860158,14.104929,14.106905,14.034125,14.013296,13.95762,13.970532,13.88492,13.962409,14.063064
1.15201,13.857415,14.105723,14.109234,14.030043,14.011139,13.952069,13.96647,13.887335,13.957292,14.071369
1.15921,13.855832,14.107225,14.110055,14.026114,14.008302,13.947523,13.961216,13.889475,13.954243,14.081481
1.16641,13.855336,14.108729,14.110081,14.022538,14.004887,13.945299,13.955231,13.891021,13.953164,14.091068
1.17361,13.855587,14.10904,14.1102,14.019946,14.001443,13.945456,13.949808,13.892397,13.954246,14.098427
1.18081,13.85664,14.107417,14.110512,14.019158,13.998382,13.947326,13.945327,13.893815,13.958162,14.103668
1.18801,13.858127,14.104868,14.110279,14.020374,13.996251,13.949583,13.941186,13.895054,13.964187,14.107112
1.19521,13.859387,14.102796,14.108381,14.023466,13.99569,13.951653,13.937277,13.895756,13.97083,14.10879
1.20241,13.860527,14.101307,14.104737,14.028726,13.997092,13.954262,13.933946,13.896626,13.978171,14.108818
1.20961,13.861327,14.099657,14.100583,14.035818,14.000194,13.958584,13.931389,13.898444,13.986862,14.10772
1.21681,13.860454,14.097207,14.096942,14.044007,14.004354,13.964096,13.930121,13.900575,13.996198,14.105163
1.22401,13.857719,14.093757,14.093942,14.052978,14.009673,13.969734,13.930711,13.901991,14.004309,14.100334
1.23121,13.854529,14.089767,14.091643,14.062288,14.016646,13.973844,13.933091,13.901966,14.010094,14.093097
1.23841,13.851361,14.085539,14.089677,14.07057,14.024666,13.97502,13.936322,13.900902,14.013266,14.085391
1.24561,13.847936,14.081271,14.086585,14.077077,14.032175,13.973452,13.938784,13.898499,14.013839,14.079073
1.25281,13.845019,14.077315,14.081908,14.081849,14.038503,13.970877,13.939176,13.894609,14.012075,14.074057
1.26001,13.84388,14.073843,14.07664,14.085043,14.0431,13.968988,13.937658,13.889485,14.008444,14.069801
1.26721,13.84478,14.070639,14.072109,14.086793,14.046071,13.968654,13.935628,13.884219,14.004789,14.066608
1.27441,13.847219,14.067555,14.068813,14.087824,14.047951,13.969776,13.934027,13.879161,14.002202,14.064781
1.28161,13.852204,14.064676,14.066957,14.088367,14.049932,13.970858,13.933675,13.873827,14.000383,14.064117
1.28881,13.861892,14.061976,14.066295,14.088651,14.052763,13.971281,13.934713,13.868092,13.998626,14.064211
1.29601,13.876489,14.060176,14.06679,14.088325,14.056397,13.971815,13.935947,13.862491,13.997273,14.064859
1.30321,13.893123,14.05919,14.068126,14.086898,14.059165,13.973265,13.935871,13.857886,13.996007,14.065987
1.31041,13.90918,14.058246,14.069812,14.084377,14.060283,13.975613,13.934567,13.854037,13.994284,14.066893
1.31761,13.923143,14.057027,14.07174,14.081759,14.060801,13.978651,13.932968,13.850703,13.992475,14.066141
1.32481,13.933255,14.056275,14.073979,14.079511,14.061041,13.981148,13.931702,13.848283,13.990431,14.06355
1.33201,13.938263,14.056122,14.075651,14.077782,14.060801,13.981591,13.931632,13.847472,13.987872,14.06002
1.33921,13.938975,14.056047,14.076622,14.076604,14.060956,13.979977,13.933264,13.847669,13.985151,14.056312
1.34641,13.937225,14.055749,14.07746,14.075982,14.062053,13.977359,13.936116,13.848458,13.982161,14.052648
1.35361,13.933834,14.05533,14.078128,14.075791,14.062611,13.975036,13.938966,13.849925,13.978213,14.049496
1.36081,13.927535,14.055382,14.078418,14.076556,14.061647,13.973912,13.940172,13.852184,13.973928,14.047252
1.36801,13.917791,14.056373,14.078668,14.078495,14.060039,13.973686,13.938673,13.854642,13.970886,14.046105
1.37521,13.905836,14.05839,14.078791,14.081321,14.059339,13.97331,13.935154,13.856722,13.969482,14.045935
1.38241,13.893934,14.061745,14.078185,14.08442,14.059505,13.972166,13.931739,13.857875,13.970034,14.046602
1.38961,13.883391,14.067248,14.077141,14.086978,14.059559,13.97044,13.929632,13.858037,13.972584,14.048619
1.39681,13.875489,14.075079,14.076654,14.088295,14.05937,13.968287,13.929553,13.857541,13.977037,14.052682
1.40401,13.870707,14.083688,14.07771,14.088085,14.059494,13.96669,13.9321,13.856564,13.983118,14.058321
1.41121,13.868682,14.091775,14.080774,14.086758,14.059315,13.966594,13.936625,13.855483,13.990364,14.064367
1.41841,13.867934,14.098982,14.085649,14.084473,14.058085,13.968172,13.941495,13.854624,13.997751,14.070665
1.42561,13.867438,14.105356,14.091833,14.081533,14.056797,13.970347,13.945612,13.853748,14.004748,14.07718
1.43281,13.867347,14.109902,14.097668,14.078077,14.056913,13.972593,13.949213,13.852377,14.011518,14.083305
1.44001,13.867778,14.112157,14.101531,14.074587,14.057615,13.975223,13.952871,13.850775,14.016598,14.088649
1.44721,13.868435,14.112425,14.103156,14.072283,14.056881,13.978144,13.957307,13.849784,14.018378,14.093585
1.45441,13.868709,14.11153,14.104077,14.071965,14.05404,13.981303,13.962361,13.849903,14.017057,14.097977
1.46161,13.868125,14.109472,14.105161,14.073546,14.050103,13.98545,13.966937,13.851626,14.014147,14.10125
1.46881,13.866327,14.106723,14.106338,14.075986,14.045824,13.991369,13.970026,13.855211,14.010188,14.10342
1.47601,13.863682,14.104444,14.107332,14.078223,14.042323,13.998164,13.97137,13.860424,14.005127,14.10515
1.48321,13.860257,14.104099,14.107898,14.079524,14.041246,14.004466,13.970888,13.866246,13.999344,14.107131
1.49041,13.856301,14.106426,14.106843,14.080211,14.043628,14.009175,13.968309,13.871843,13.993688,14.108864
1.49761,13.852311,14.110877,14.103047,14.080609,14.048108,14.012135,13.964357,13.877471,13.98858,14.109991
1.50481,13.848082,14.116172,14.097698,14.08033,14.052513,14.013591,13.960382,13.883198,13.984,14.110751
1.51201,13.843125,14.120846,14.093667,14.078507,14.055421,14.01335,13.95756,13.888199,13.980756,14.111643
1.51921,13.838234,14.12382,14.09212,14.073694,14.057056,14.011814,13.955916,13.891502,13.98063,14.112511
1.52641,13.834373,14.124897,14.092383,14.064968,14.05805,14.010082,13.954905,13.893498,13.984158,14.113541
1.53361,13.831658,14.124913,14.093575,14.053477,14.059438,14.008579,13.954192,13.894349,13.989921,14.115036
1.54081,13.830365,14.124567,14.095429,14.041206,14.06229,14.006596,13.953639,13.893707,13.996773,14.115716
1.54801,13.83088,14.123887,14.09737,14.029929,14.066935,14.004772,13.952913,13.891476,14.004682,14.114394
1.55521,13.832784,14.123317,14.098617,14.020745,14.072316,14.004264,13.951455,13.888576,14.012824,14.111026
1.56241,13.835612,14.122729,14.099154,14.014207,14.077291,14.005588,13.949776,13.885938,14.019492,14.10729
1.56961,13.838789,14.12166,14.100307,14.009148,14.081712,14.007804,13.949359,13.883855,14.024826,14.10409
1.57681,13.841927,14.120381,14.102317,14.005141,14.085906,14.009964,13.950677,13.882585,14.029996,14.10146
1.58401,13.844853,14.120619,14.103441,14.002965,14.089832,14.011339,13.952678,13.88263,14.034936,14.098431
1.59121,13.847315,14.123177,14.102682,14.004031,14.092604,14.011526,13.954452,13.884165,14.038942,14.094791
1.59841,13.848713,14.127236,14.100479,14.009151,14.093424,14.010257,13.95615,13.886982,14.042546,14.090807
1.60561,13.849505,14.131501,14.097679,14.01776,14.092395,14.00831,13.957768,13.891261,14.046007,14.087016
1.61281,13.850538,14.135364,14.094639,14.028522,14.08948,14.00663,13.959128,13.897543,14.048118,14.084777
1.62001,13.851766,14.137835,14.092102,14.039827,14.084311,14.005306,13.960741,13.905955,14.047861,14.085606
1.62721,13.852967,14.137717,14.090316,14.05052,14.077004,14.003908,13.96313,13.915276,14.045919,14.08976
1.63441,13.854282,14.134886,14.089136,14.058892,14.068422,14.002157,13.966125,13.92403,14.043836,14.095378
1.64161,13.855604,14.13096,14.087886,14.065193,14.058461,14.000356,13.968828,13.930876,14.041805,14.100076
1.64881,13.856425,14.127295,14.086826,14.071912,14.047272,13.999558,13.970115,13.934817,14.03939,14.102258
1.65601,13.856858,14.123916,14.087186,14.080747,14.036176,14.000656,13.96964,13.935468,14.037143,14.103026
1.66321,13.857737,14.120845,14.089719,14.090928,14.027341,14.003876,13.968373,13.934148,14.035795,14.104411
1.67041,13.859793,14.118749,14.09452,14.100953,14.02225,14.009295,13.967205,13.931902,14.0348,14.107034
1.67761,13.862986,14.11786,14.101238,14.110103,14.021093,14.016066,13.966482,13.92871,14.034221,14.110688
1.68481,13.8669,14.117951,14.10912,14.117266,14.023253,14.022552,13.967197,13.924061,14.035864,14.115591
1.69201,13.871626,14.119348,14.116853,14.121994,14.027929,14.02815,13.969814,13.918091,14.041124,14.121321
1.69921,13.877803,14.122655,14.124175,14.125293,14.034042,14.033226,13.973468,13.91144,14.050647,14.126899
1.70641,13.886668,14.12816,14.131978,14.129548,14.040842,14.037571,13.977101,13.905216,14.06527,14.132544
1.71361,13.899417,14.135291,14.141429,14.13609,14.04898,14.041119,13.981194,13.900925,14.086351,14.139663
1.72081,13.918004,14.142676,14.153289,14.144552,14.059161,14.044501,13.9863,13.899515,14.115375,14.150022
1.72801,13.945111,14.149812,14.167771,14.154002,14.070348,14.047948,13.992648,13.901238,14.154092,14.164342
1.73521,13.983435,14.15733,14.185121,14.165562,14.080888,14.051344,13.999788,13.905401,14.204503,14.182216
1.74241,14.036176,14.165801,14.205599,14.182108,14.089967,14.054444,14.007207,13.911126,14.270002,14.204265
1.74961,14.110052,14.176065,14.230712,14.206689,14.097397,14.057683,14.014907,13.917873,14.357092,14.232331
1.75681,14.215768,14.189905,14.263676,14.242942,14.103774,14.061858,14.023219,13.925658,14.475331,14.268409
1.76401,14.367651,14.208825,14.309619,14.295989,14.110232,14.068204,14.032021,13.934994,14.638329,14.314726
1.77121,14.58472,14.233592,14.374371,14.371395,14.118436,14.077396,14.041559,13.946326,14.863931,14.375829
1.77841,14.892259,14.265949,14.464579,14.474628,14.129836,14.090918,14.053203,13.960406,15.174876,14.458331
1.78561,15.321691,14.308211,14.587262,14.612894,14.145029,14.110784,14.068142,13.976793,15.598547,14.571098
1.79281,15.908358,14.363395,14.75076,14.796909,14.163934,14.138456,14.086375,13.994952,16.166949,14.72447
1.80001,16.688072,14.435764,14.96594,15.040052,14.187244,14.174885,14.108062,14.01468,16.914208,14.930936
1.80721,17.694553,14.531095,15.247235,15.357809,14.216342,14.222,14.135235,14.036695,17.874917,15.20388
1.81441,18.956622,14.656236,15.611399,15.76669,14.252915,14.282613,14.170659,14.061344,19.080769,15.556654
